"Relative Time (Process)","final_final-v0 - system/gpu.0.gpu","final_final-v0 - system/gpu.0.gpu__MIN","final_final-v0 - system/gpu.0.gpu__MAX"
"6876.312546433","96","96","96"
"6886.855293399","66","66","66"
"6891.313730187","98","98","98"
"6901.8546771","96","96","96"
"6906.313120029","99","99","99"
"6916.854724197","96","96","96"
"6921.312881718","62","62","62"
"6931.855105627","99","99","99"
"6936.312646905","63","63","63"
"6946.855487363","99","99","99"
"6951.312009761","97","97","97"
"6961.856051362","68","68","68"
"6966.312453001","97","97","97"
"6976.855113748","98","98","98"
"6981.313536542","99","99","99"
"6991.855331016","99","99","99"
"6996.313964736","63","63","63"
"7006.855532092","68","68","68"
"7011.312958836","64","64","64"
"7021.854228563","98","98","98"
"7026.31189204","97","97","97"
"7036.855441083","90","90","90"
"7041.313603897","97","97","97"
"7051.854909086","97","97","97"
"7056.313397272","99","99","99"
"7066.855224173","66","66","66"
"7071.312214796","99","99","99"
"7081.855783117","99","99","99"
"7086.313269837","69","69","69"
"7096.856120339","69","69","69"
"7101.313117619","79","79","79"
"7111.85418982","96","96","96"
"7116.312941274","60","60","60"
"7126.854628938","95","95","95"
"7131.312489567","92","92","92"
"7141.85549398","82","82","82"
"7146.312107719","97","97","97"
"7156.85532951","99","99","99"
"7161.312466175","99","99","99"
"7171.854758728","69","69","69"
"7176.313376134","78","78","78"
"7186.856079897","93","93","93"
"7191.312176006","97","97","97"
"7201.856291016","99","99","99"
"7206.312609856","99","99","99"
"7216.854420107","71","71","71"
"7221.312190677","99","99","99"
"7231.856123656","97","97","97"
"7236.312781218","64","64","64"
"7246.85682283","69","69","69"
"7251.313099569","64","64","64"
"7261.854462541","98","98","98"
"7266.312250507","99","99","99"
"7276.854296617","99","99","99"
"7281.311684775","97","97","97"
"7291.855006164","99","99","99"
"7296.31212265","97","97","97"
"7306.855321453","73","73","73"
"7311.312877996","99","99","99"
"7321.854568786","97","97","97"
"7326.313458847","79","79","79"
"7336.855245046","99","99","99"
"7341.313277916","64","64","64"
"7351.855543493","88","88","88"
"7356.31279737","95","95","95"
"7366.855831628","98","98","98"
"7371.312180644","99","99","99"
"7381.856065284","96","96","96"
"7386.313876495","99","99","99"
"7396.854555876","69","69","69"
"7401.313928322","81","81","81"
"7411.854278152","98","98","98"
"7416.312249722","79","79","79"
"7426.855252925","99","99","99"
"7431.312624193","96","96","96"
"7441.855138344","92","92","92"
"7446.313650115","97","97","97"
"7456.854983018","75","75","75"
"7461.312624467","92","92","92"
"7471.855354224","97","97","97"
"7476.312235069","65","65","65"
"7486.855691348","77","77","77"
"7491.311655624","88","88","88"
"7501.855150822","94","94","94"
"7506.313063042","97","97","97"
"7516.85551481","98","98","98"
"7521.313871904","98","98","98"
"7531.85679477","76","76","76"
"7536.312653011","62","62","62"
"7546.854988193","98","98","98"
"7551.311538407","96","96","96"
"7561.855582329","84","84","84"
"7566.313086037","97","97","97"
"7576.854961119","98","98","98"
"7581.312276939","97","97","97"
"7591.855521195","98","98","98"
"7596.313116672","99","99","99"
"7606.855734005","64","64","64"
"7611.313599378","97","97","97"
"7621.855639613","98","98","98"
"7626.313923172","97","97","97"
"7636.854884223","65","65","65"
"7641.313017154","99","99","99"
"7651.855623957","99","99","99"
"7656.313102811","99","99","99"
"7666.855179621","98","98","98"
"7671.313686401","69","69","69"
"7681.855844156","99","99","99"
"7686.313098699","63","63","63"
"7696.855824025","76","76","76"
"7701.31251594","98","98","98"
"7711.855125405","88","88","88"
"7716.313158405","97","97","97"
"7726.855683212","99","99","99"
"7731.312221087","99","99","99"
"7741.85547969","99","99","99"
"7746.313879397","57","57","57"
"7756.856759285","98","98","98"
"7761.315309219","65","65","65"
"7771.854936103","99","99","99"
"7776.31520542","99","99","99"
"7786.855468336","92","92","92"
"7791.313116569","99","99","99"
"7801.856206116","99","99","99"
"7806.313411585","95","95","95"
"7816.854123415","68","68","68"
"7821.312223031","99","99","99"
"7831.905719595","97","97","97"
"7836.311754311","96","96","96"
"7846.854990294","69","69","69"
"7851.311358879","74","74","74"
"7861.85563762","99","99","99"
"7866.313743522","64","64","64"
"7876.855816391","98","98","98"
"7881.31214719","97","97","97"
"7891.855613456","90","90","90"
"7896.313036175","97","97","97"
"7906.855905744","88","88","88"
"7911.313055411","97","97","97"
"7921.855088987","99","99","99"
"7926.312476647","99","99","99"
"7936.855734586","93","93","93"
"7941.312374932","99","99","99"
"7951.854979455","97","97","97"
"7956.312819873","99","99","99"
"7966.855247861","68","68","68"
"7971.311499335","95","95","95"
"7981.855524372","97","97","97"
"7986.313183908","63","63","63"
"7996.855757035","73","73","73"
"8001.312831345","65","65","65"
"8011.855477864","95","95","95"
"8016.3124823","97","97","97"
"8026.855545011","92","92","92"
"8031.313356092","59","59","59"
"8041.85577625","99","99","99"
"8046.312851114","63","63","63"
"8056.856540608","96","96","96"
"8061.31253273","86","86","86"
"8071.855167534","97","97","97"
"8076.31204287","97","97","97"
"8086.856397632","99","99","99"
"8091.312954939","97","97","97"
"8101.855319761","97","97","97"
"8106.312732794","99","99","99"
"8116.855583925","98","98","98"
"8121.313855002","99","99","99"
"8131.855640148","99","99","99"
"8136.313544917","99","99","99"
"8146.854807135","80","80","80"
"8151.311880202","86","86","86"
"8161.856301044","82","82","82"
"8166.312379131","63","63","63"
"8176.855499733","88","88","88"
"8181.312197886","99","99","99"
"8191.854987318","99","99","99"
"8196.313167119","99","99","99"
"8206.854685263","68","68","68"
"8211.312255107","89","89","89"
"8221.855084775","98","98","98"
"8226.31310871","64","64","64"
"8236.855513861","68","68","68"
"8241.313841161","64","64","64"
"8251.855203687","93","93","93"
"8256.312609629","92","92","92"
"8266.856400122","99","99","99"
"8271.313591648","97","97","97"
"8281.85550475","99","99","99"
"8286.31293012","98","98","98"
"8296.854663981","67","67","67"
"8301.314823211","96","96","96"
"8311.85490184","97","97","97"
"8316.31512024","99","99","99"
"8326.855560243","96","96","96"
"8331.315146126","99","99","99"
"8341.855171445","99","99","99"
"8346.312074046","80","80","80"
"8356.855738548","97","97","97"
"8361.31262126","61","61","61"
"8371.855771323","98","98","98"
"8376.312383688","64","64","64"
"8386.85566077","95","95","95"
"8391.313293872","84","84","84"
"8401.85545188","65","65","65"
"8406.312234257","98","98","98"
"8416.85540536","73","73","73"
"8421.313057219","98","98","98"
"8431.855345226","90","90","90"
"8436.31311177","97","97","97"
"8446.854794498","99","99","99"
"8451.312213843","61","61","61"
"8461.854170846","97","97","97"
"8466.311904808","86","86","86"
"8476.855050397","97","97","97"
"8481.313048251","63","63","63"
"8491.854286172","64","64","64"
"8496.312281049","98","98","98"
"8506.855144806","99","99","99"
"8511.312894461","97","97","97"
"8521.854464488","65","65","65"
"8526.312909327","97","97","97"
"8536.85573072","86","86","86"
"8541.312906734","99","99","99"
"8551.856062555","99","99","99"
"8556.312624361","99","99","99"
"8566.854654528","98","98","98"
"8571.313764487","99","99","99"
"8581.85467037","97","97","97"
"8586.312889536","63","63","63"
"8596.85590333","82","82","82"
"8601.313400024","69","69","69"
"8611.855226061","65","65","65"
"8616.313575412","73","73","73"
"8626.856113352","99","99","99"
"8631.312891037","64","64","64"
"8641.85582411","98","98","98"
"8646.314008761","97","97","97"
"8656.855122782","97","97","97"
"8661.31339645","97","97","97"
"8671.85545038","27","27","27"
"8676.313061931","59","59","59"
"8686.855590917","97","97","97"
"8691.311740363","83","83","83"
"8701.855410871","97","97","97"
"8706.313278553","97","97","97"
"8716.855952935","63","63","63"
"8721.312372895","97","97","97"
"8731.855314555","82","82","82"
"8736.313940014","99","99","99"
"8746.85385742","99","99","99"
"8751.312905013","69","69","69"
"8761.85527456","95","95","95"
"8766.312471251","63","63","63"
"8776.85621441","97","97","97"
"8781.313319315","97","97","97"
"8791.855075047","98","98","98"
"8796.313066603","99","99","99"
"8806.855519025","73","73","73"
"8811.313188048","91","91","91"
"8821.855286729","78","78","78"
"8826.314549504","63","63","63"
"8836.855029352","65","65","65"
"8841.311617854","97","97","97"
"8851.85587881","99","99","99"
"8856.313691803","99","99","99"
"8866.854686556","99","99","99"
"8871.31339866","84","84","84"
"8881.855597666","97","97","97"
"8886.312773546","64","64","64"
"8896.856092181","92","92","92"
"8901.312548502","82","82","82"
"8911.854878265","65","65","65"
"8916.313185743","97","97","97"
"8926.854334969","64","64","64"
"8931.312752956","99","99","99"
"8941.855564575","97","97","97"
"8946.313561883","99","99","99"
"8956.856222381","99","99","99"
"8961.313424642","99","99","99"
"8971.855705767","84","84","84"
"8976.313380289","64","64","64"
"8986.854529379","65","65","65"
"8991.312147623","63","63","63"
"9001.855455095","76","76","76"
"9006.313306755","78","78","78"
"9016.855269543","99","99","99"
"9021.312508764","99","99","99"
"9031.855069856","97","97","97"
"9036.312923533","98","98","98"
"9046.855823347","97","97","97"
"9051.312180613","99","99","99"
"9061.854938362","67","67","67"
"9066.312714177","99","99","99"
"9076.855470061","90","90","90"
"9081.31292649","79","79","79"
"9091.855715759","99","99","99"
"9096.311261585","97","97","97"
"9106.855245453","73","73","73"
"9111.313641051","99","99","99"
"9121.855252844","87","87","87"
"9126.312228258","82","82","82"
"9136.85562721","99","99","99"
"9141.313613895","99","99","99"
"9151.857417987","97","97","97"
"9156.313253661","64","64","64"
"9166.854984499","98","98","98"
"9171.31284027","64","64","64"
"9181.854660033","55","55","55"
"9186.313074882","85","85","85"
"9196.855945374","73","73","73"
"9201.312625889","98","98","98"
"9211.858630623","97","97","97"
"9216.31314913","97","97","97"
"9226.855747385","99","99","99"
"9231.312468856","96","96","96"
"9241.855823525","97","97","97"
"9246.313520114","99","99","99"
"9256.855766536","74","74","74"
"9261.313525938","99","99","99"
"9271.854482676","60","60","60"
"9276.312647686","98","98","98"
"9286.855451598","99","99","99"
"9291.312089411","97","97","97"
"9301.855824226","97","97","97"
"9306.312669899","96","96","96"
"9316.854875202","97","97","97"
"9321.313086397","99","99","99"
"9331.855520927","58","58","58"
"9336.312952442","99","99","99"
"9346.856215033","99","99","99"
"9351.312751976","74","74","74"
"9361.855512164","82","82","82"
"9366.313259639","66","66","66"
"9376.855372942","64","64","64"
"9381.313878688","84","84","84"
"9391.855275754","98","98","98"
"9396.312826075","97","97","97"
"9406.855453309","99","99","99"
"9411.31272206","97","97","97"
"9421.855516318","99","99","99"
"9426.312038887","99","99","99"
"9436.85489597","97","97","97"
"9441.313745531","94","94","94"
"9451.856795049","97","97","97"
"9456.314613639","64","64","64"
"9466.855420377","97","97","97"
"9471.31271993","64","64","64"
"9481.854895715","64","64","64"
"9486.312741612","85","85","85"
"9496.854669659","64","64","64"
"9501.312672227","98","98","98"
"9511.856123085","99","99","99"
"9516.313336444","97","97","97"
"9526.854591753","73","73","73"
"9531.31245668","71","71","71"
"9541.855072977","93","93","93"
"9546.312651173","99","99","99"
"9556.855333045","96","96","96"
"9561.313366168","97","97","97"
"9571.855682367","97","97","97"
"9576.312854672","99","99","99"
"9586.855744187","98","98","98"
"9591.312417862","99","99","99"
"9601.855098099","67","67","67"
"9606.311570068","87","87","87"
"9616.856240608","97","97","97"
"9621.312248113","64","64","64"
"9631.857184306","96","96","96"
"9636.312288698","79","79","79"
"9646.856037606","97","97","97"
"9651.312218207","88","88","88"
"9661.855643761","77","77","77"
"9666.313132167","95","95","95"
"9676.855478819","99","99","99"
"9681.313007154","97","97","97"
"9691.855131179","98","98","98"
"9696.312445971","70","70","70"
"9706.85551777","97","97","97"
"9711.313051273","99","99","99"
"9721.855615611","74","74","74"
"9726.313113362","64","64","64"
"9736.855083758","67","67","67"
"9741.3129052","61","61","61"
"9751.855343168","99","99","99"
"9756.314070897","80","80","80"
"9766.854351244","99","99","99"
"9771.312834028","98","98","98"
"9781.855054503","64","64","64"
"9786.311531725","98","98","98"
"9796.854516773","99","99","99"
"9801.311717771","97","97","97"
"9811.855973895","97","97","97"
"9816.312268252","99","99","99"
"9826.855885872","97","97","97"
"9831.313082497","96","96","96"
"9841.855063585","96","96","96"
"9846.312322144","78","78","78"
"9856.856220776","71","71","71"
"9861.312008178","64","64","64"
"9871.854968573","99","99","99"
"9876.313269333","85","85","85"
"9886.856147294","96","96","96"
"9891.312601374","98","98","98"
"9901.855441523","65","65","65"
"9906.313072285","97","97","97"
"9916.855497987","98","98","98"
"9921.311733331","97","97","97"
"9931.855506193","99","99","99"
"9936.31299531","99","99","99"
"9946.855662","98","98","98"
"9951.313677884","96","96","96"
"9961.855594048","91","91","91"
"9966.313658332","97","97","97"
"9976.854629027","68","68","68"
"9981.312320416","96","96","96"
"9991.854578874","98","98","98"
"9996.313413744","99","99","99"
"10006.854932957","67","67","67"
"10011.312281682","99","99","99"
"10021.85616653","99","99","99"
"10026.313313967","99","99","99"
"10036.854448092","99","99","99"
"10041.312124265","60","60","60"
"10051.855881896","68","68","68"
"10056.313380073","98","98","98"
"10066.856512617","97","97","97"
"10071.311671365","98","98","98"
"10081.855335903","81","81","81"
"10086.313167808","99","99","99"
"10096.85466278","99","99","99"
"10101.312956089","91","91","91"
"10111.854587026","99","99","99"
"10116.314206259","98","98","98"
"10126.855553929","71","71","71"
"10131.311590304","97","97","97"
"10141.857868888","98","98","98"
"10146.312452759","99","99","99"
"10156.855624153","99","99","99"
"10161.314362825","99","99","99"
"10171.856107037","66","66","66"
"10176.312304268","86","86","86"
"10186.855138406","78","78","78"
"10191.314535929","64","64","64"
"10201.856401722","89","89","89"
"10206.314534535","91","91","91"
"10216.854220402","99","99","99"
"10221.3140994","97","97","97"
"10231.854267212","68","68","68"
"10236.31298939","97","97","97"
"10246.855612721","98","98","98"
"10251.313801921","99","99","99"
"10261.854468431","99","99","99"
"10266.312349341","99","99","99"
"10276.855913011","65","65","65"
"10281.315187417","74","74","74"
"10291.856126972","98","98","98"
"10296.313131221","64","64","64"
"10306.855596073","95","95","95"
"10311.31364892","63","63","63"
"10321.855006679","98","98","98"
"10326.312679667","78","78","78"
"10336.855977068","99","99","99"
"10341.313513253","97","97","97"
"10351.856229006","98","98","98"
"10356.312340008","97","97","97"
"10366.855546448","95","95","95"
"10371.313254676","85","85","85"
"10381.856353543","88","88","88"
"10386.312668445","97","97","97"
"10396.855027307","99","99","99"
"10401.312319265","97","97","97"
"10411.855441217","68","68","68"
"10416.312571015","99","99","99"
"10426.855511478","98","98","98"
"10431.313059785","60","60","60"
"10441.855318232","99","99","99"
"10446.312885395","75","75","75"
"10456.855755538","68","68","68"
"10461.312530797","97","97","97"
"10471.855233143","98","98","98"
"10476.312253926","94","94","94"
"10486.855525457","95","95","95"
"10491.312291818","97","97","97"
"10501.855213337","99","99","99"
"10506.314498931","99","99","99"
"10516.854700418","99","99","99"
"10521.312050701","87","87","87"
"10531.856096609","68","68","68"
"10536.313660778","96","96","96"
"10546.855075584","98","98","98"
"10551.313007664","96","96","96"
"10561.855364392","93","93","93"
"10566.312026677","97","97","97"
"10576.856180338","80","80","80"
